編號,車號,進廠日期,進廠時間,出廠日期,出廠時間,客戶,品名,料號,重量,總重,過磅員,序號,過磅方式,卡號,進貨
54442,166-VM/預備車,20241203,141908,20241203,143528,八德區垃圾車,市場車,,6860,8080,八德區清潔隊,43,*,0002756357,-1
54443,767-S5,20241203,143112,20241203,143635,八德區垃圾車,壓16,,9970,10580,八德區清潔隊,44,*,0000020515,-1
54444,KEE-3801,20241203,144103,20241203,144554,八德區垃圾車,壓7,,7600,9010,八德區清潔隊,45,,0000020598,-1
54445,KEC-2619,20241203,143931,20241203,144615,八德區清潔隊,,,4340,4990,八德區清潔隊,46,,0000020543,-1
54446,KEC-2620,20241203,144529,20241203,145019,八德區清潔隊,,,4400,4850,八德區清潔隊,47,,0000020591,-1
54447,707-VM,20241203,151402,20241203,151810,八德區清潔隊,,,4210,4300,八德區清潔隊,48,,0000020537,-1
54448,KEA-8000,20241203,155320,20241203,160346,八德區清潔隊,,,4040,4270,八德區清潔隊,49,,0000047602,-1
54449,KEP-5261,20241203,165102,20241203,165614,八德區垃圾車,壓12,,6530,8480,八德區清潔隊,50,,0000020587,-1
54450,KES-5103,20241203,172544,20241203,173010,八德區垃圾車,壓23,,5170,6750,八德區清潔隊,51,,0000020793,-1
54451,KEP-3821,20241203,175646,20241203,180129,八德區垃圾車,壓11,,7360,10330,八德區清潔隊,52,,0000020794,-1
54452,KEP-3822,20241203,175706,20241203,180253,八德區垃圾車,壓21,,7360,10130,八德區清潔隊,53,,0000020789,-1
54453,KEJ-6305,20241203,180407,20241203,180800,八德區垃圾車,壓17,,5930,8020,八德區清潔隊,54,,0000020791,-1
54454,341-VN,20241203,181041,20241203,181414,八德區垃圾車,壓13,,7060,10510,八德區清潔隊,55,,0000020513,-1
54455,KEE-3801,20241203,181603,20241203,182005,八德區垃圾車,壓7,,7510,9960,八德區清潔隊,56,,0000020598,-1
54456,920-UW,20241203,182853,20241203,183419,八德區垃圾車,壓22,,6960,9480,八德區清潔隊,57,,0000020593,-1
54457,KEE-3861,20241203,183306,20241203,183710,八德區垃圾車,壓8,,5870,7920,八德區清潔隊,58,,0000020509,-1
54458,KEA-7211,20241203,190748,20241203,191259,八德區垃圾車,壓15,,9530,12600,八德區清潔隊,59,,0000020588,-1
54459,767-S5,20241203,193453,20241203,194043,八德區垃圾車,壓16,,9960,15310,八德區清潔隊,60,,0000020515,-1
54460,KEP-3821,20241203,193734,20241203,194232,八德區垃圾車,壓11,,7360,9310,八德區清潔隊,61,,0000020794,-1
54461,KEJ-6305,20241203,193750,20241203,194300,八德區垃圾車,壓17,,5920,7830,八德區清潔隊,62,,0000020791,-1
54462,768-S5,20241203,194557,20241203,195137,八德區垃圾車,壓3,,9990,14730,八德區清潔隊,63,,0000020505,-1
54463,KEG-3218,20241203,195047,20241203,195650,八德區垃圾車,壓5,,9250,14040,八德區清潔隊,64,,0000020506,-1
54464,KEE-3801,20241203,195118,20241203,195723,八德區垃圾車,壓7,,7600,10040,八德區清潔隊,65,,0000020598,-1
54465,AAH-813,20241203,195356,20241203,195831,八德區垃圾車,壓6,,9840,16060,八德區清潔隊,66,*,0000020507,-1
54466,920-UW,20241203,200922,20241203,201518,八德區垃圾車,壓22,,6990,8990,八德區清潔隊,67,,0000020593,-1
54467,KEK-2897,20241203,200953,20241203,201640,八德區垃圾車,壓9,,10420,15900,八德區清潔隊,68,,0002756369,-1
54468,KEP-3822,20241203,201017,20241203,201736,八德區垃圾車,壓21,,7330,10250,八德區清潔隊,69,,0000020789,-1
54469,KEP-5261,20241203,201319,20241203,201911,八德區垃圾車,壓12,,6520,9530,八德區清潔隊,70,,0000020587,-1
54470,KEE-3861,20241203,201335,20241203,201942,八德區垃圾車,壓8,,5880,8130,八德區清潔隊,71,,0000020509,-1
54471,341-VN,20241203,201428,20241203,202017,八德區垃圾車,壓13,,7040,10380,八德區清潔隊,72,,0000020513,-1
54472,KES-5103,20241203,201543,20241203,202200,八德區垃圾車,壓23,,5210,7650,八德區清潔隊,73,,0000020793,-1
54473,KEP-5256,20241203,201606,20241203,202346,八德區垃圾車,壓18,,6440,10000,八德區清潔隊,74,,0000020585,-1
54474,166-VM/預備車,20241203,204117,20241203,204536,八德區垃圾車,市場車,,6980,10930,八德區清潔隊,75,,0002756357,-1
54475,KEA-7212,20241203,204510,20241203,205119,八德區垃圾車,壓1,,9650,14400,八德區清潔隊,76,,0000047611,-1
54476,KEP-5260,20241203,192914,20241203,194014,八德區垃圾車,壓19,,6510,9740,八德區清潔隊,60,#,,-1
54477,KLD-5506,20241204,051539,20241204,061039,正億,,垃圾,17810,38070,八德區清潔隊,1,#,,-1
54478,LAG-219,20241204,052015,20241204,063015,正億,,垃圾,18000,39200,八德區清潔隊,2,#,,-1
54479,KEC-2620,20241204,085233,20241204,090021,八德區清潔隊,,,4250,4500,八德區清潔隊,3,,0000020591,-1
54480,860-UA,20241204,090201,20241204,090743,楊梅區中隊,,彈簧床,4220,4740,八德區清潔隊,4,,,-1
54481,KEG-3126,20241204,090132,20241204,091019,楊梅區中隊,,彈簧床,8930,10100,八德區清潔隊,5,,,-1
54482,AAJ-351,20241204,090714,20241204,091314,大溪區中隊,,彈簧床,8930,9660,八德區清潔隊,6,,,-1
54483,703-UA,20241204,091924,20241204,092401,八德區清潔隊,,,4130,4420,八德區清潔隊,7,,0000020532,-1
54484,030-VM,20241204,092050,20241204,092435,八德區清潔隊,抓斗車,,7980,10080,八德區清潔隊,8,,0000020551,-1
54485,KEC-2619,20241204,091947,20241204,092640,八德區清潔隊,,,4260,4310,八德區清潔隊,9,,0000020543,-1
54486,566-VA,20241204,092208,20241204,092702,蘆竹區中隊,,彈簧床,4370,5030,八德區清潔隊,10,,,-1
54487,KEA-7113,20241204,093301,20241204,093620,八德區清潔隊,,,4320,5010,八德區清潔隊,11,,0000047605,-1
54488,KEC-2726,20241204,093015,20241204,093654,蘆竹區中隊,,彈簧床,4310,4990,八德區清潔隊,12,,,-1
54489,851-UA,20241204,094502,20241204,094946,八德區清潔隊,,,4110,5060,八德區清潔隊,13,,0000020534,-1
54490,KEA-8000,20241204,094658,20241204,095233,八德區清潔隊,,,4090,4500,八德區清潔隊,14,,0000047602,-1
54491,KEA-9797,20241204,095827,20241204,100058,中壢區中隊,,彈簧床,4260,5090,八德區清潔隊,15,,,-1
54492,KEQ-9210,20241204,095841,20241204,100542,中壢區中隊,,彈簧床,5000,5660,八德區清潔隊,16,,,-1
54493,KEG-3102,20241204,095811,20241204,100610,蘆竹區中隊,,彈簧床,4510,5110,八德區清潔隊,17,,,-1
54494,AAJ-337,20241204,101117,20241204,101721,蘆竹區中隊,抓斗車,彈簧床,8720,9480,八德區清潔隊,18,,,-1
54495,KEU-1599,20241204,101422,20241204,101933,蘆竹區中隊,,彈簧床,5100,5810,八德區清潔隊,19,,,-1
54496,KEG-3367,20241204,101745,20241204,102113,平鎮區中隊,,彈簧床,4850,5380,八德區清潔隊,20,,,-1
54497,KEG-3103,20241204,101518,20241204,102204,蘆竹區中隊,,彈簧床,8880,9920,八德區清潔隊,21,,,-1
54498,KEG-3101,20241204,102238,20241204,102643,蘆竹區中隊,,彈簧床,4560,4910,八德區清潔隊,22,,,-1
54499,KEG-3363,20241204,102821,20241204,103227,平鎮區中隊,,彈簧床,4850,5320,八德區清潔隊,23,,,-1
54500,693-UA,20241204,102841,20241204,103655,中壢區中隊,,彈簧床,4220,4990,八德區清潔隊,24,,,-1
54501,AAJ-351,20241204,104056,20241204,104742,大溪區中隊,,彈簧床,8990,9770,八德區清潔隊,25,,,-1
54502,030-VM,20241204,110115,20241204,111123,八德區清潔隊,抓斗車,,7890,10620,八德區清潔隊,26,,0000020551,-1
54503,AAJ-350,20241204,133640,20241204,133911,八德區清潔隊,抓斗車,,8900,9530,八德區清潔隊,27,,0000047601,-1
54504,745-VN,20241204,134320,20241204,134703,楊梅區中隊,,彈簧床,4500,5080,八德區清潔隊,28,,,-1
54505,851-UA,20241204,135616,20241204,140156,八德區清潔隊,,,4120,4510,八德區清潔隊,29,,0000020534,-1
54506,KEA-8000,20241204,141142,20241204,142020,八德區清潔隊,,,4130,4620,八德區清潔隊,30,,0000047602,-1
54507,KEA-7213,20241204,141446,20241204,142209,八德區清潔隊,市場車,,9310,12200,八德區清潔隊,31,,0000020596,-1
54508,030-VM,20241204,141918,20241204,142234,八德區清潔隊,抓斗車,,7960,8980,八德區清潔隊,32,,0000020551,-1
54509,703-UA,20241204,140938,20241204,142317,八德區清潔隊,,,4130,4740,八德區清潔隊,33,,0000020532,-1
54510,166-VM/預備車,20241204,142913,20241204,144609,八德區垃圾車,市場車,,6820,8100,八德區清潔隊,34,,0002756357,-1
54511,KEA-8000,20241204,151439,20241204,152923,八德區清潔隊,,,3950,4250,八德區清潔隊,35,,0000047602,-1
54512,KEA-7113,20241204,152950,20241204,153613,八德區清潔隊,,,4260,4650,八德區清潔隊,36,,0000047605,-1
54513,KLD-5506,20241205,051500,20241205,061000,正億,,垃圾,17810,38110,八德區清潔隊,1,#,,-1
54514,LAG-219,20241205,052030,20241205,063030,正億,,垃圾,18000,38800,八德區清潔隊,2,#,,-1
54515,KEC-2663,20241205,085322,20241205,085816,八德區清潔隊,社區定點,,8110,12020,八德區清潔隊,3,,0000020597,-1
54516,953-UN,20241205,085422,20241205,090701,中壢區中隊,中壢(塑膠料),垃圾(塑膠料),19370,32370,八德區清潔隊,4,,,-1
54517,KEP-2602/預備車,20241205,091203,20241205,091620,八德區垃圾車,社區定點,,10250,14970,八德區清潔隊,5,,0000020785,-1
54518,KEA-7113,20241205,091528,20241205,091743,八德區清潔隊,,,4200,4580,八德區清潔隊,6,,0000047605,-1
54519,107-VN,20241205,090459,20241205,092037,楊梅區中隊,,彈簧床,8230,9010,八德區清潔隊,7,,,-1
54520,903-S5,20241205,094409,20241205,094841,八德區清潔隊,社區定點,,5270,8590,八德區清潔隊,8,,0000020521,-1
54521,KEA-8000,20241205,094609,20241205,095112,八德區清潔隊,,,4110,4740,八德區清潔隊,9,,0000047602,-1
54522,KEQ-5053,20241205,095030,20241205,095430,桃園區中隊,抓斗車,廢傢俱,9290,11210,八德區清潔隊,10,#,,-1
54523,KEQ-5053,20241205,095044,20241205,095844,桃園區中隊,抓斗車,彈簧床,9290,9650,八德區清潔隊,11,#,,-1
54524,851-UA,20241205,095822,20241205,100258,八德區清潔隊,,,4100,4840,八德區清潔隊,12,,0000020534,-1
54525,KEK-3326,20241205,095333,20241205,100347,八德區清潔隊,抓斗車,,9420,10280,八德區清潔隊,13,,0000020553,-1
54526,KEP-6151,20241205,101102,20241205,101629,八德區清潔隊,社區定點,,10260,17080,八德區清潔隊,14,,0000047604,-1
54527,KEC-2620,20241205,101026,20241205,101921,八德區清潔隊,,,4200,4720,八德區清潔隊,15,,0000020591,-1
54528,KEC-2619,20241205,101152,20241205,102051,八德區清潔隊,,,4250,4830,八德區清潔隊,16,,0000020543,-1
54529,KEA-9816,20241205,101130,20241205,102155,八德區清潔隊,,,4300,4620,八德區清潔隊,17,,0000020730,-1
54530,KEA-7113,20241205,101740,20241205,102239,八德區清潔隊,,,4270,5020,八德區清潔隊,18,,0000047605,-1
54531,KEA-8000,20241205,101954,20241205,102405,八德區清潔隊,,,4110,4300,八德區清潔隊,19,,0000047602,-1
54532,302-VN,20241205,102215,20241205,102915,八德區清潔隊,,,4450,5120,八德區清潔隊,18,#,,-1
54533,KED-2531/預備車,20241205,102706,20241205,103156,八德區垃圾車,黑包組,,5120,5610,八德區清潔隊,21,,0000047606,-1
54534,KEK-2002,20241205,102555,20241205,103341,八德區清潔隊,黑包組,,4160,5480,八德區清潔隊,22,,0000020548,-1
54535,703-UA,20241205,103449,20241205,104233,八德區清潔隊,,,4130,4840,八德區清潔隊,23,,0000020532,-1
54536,KEA-9797,20241205,104506,20241205,104745,中壢區中隊,,彈簧床,4250,5070,八德區清潔隊,24,,,-1
54537,KEC-2663,20241205,104629,20241205,105105,八德區清潔隊,社區定點,,8110,11910,八德區清潔隊,25,,0000020597,-1
54538,AAJ-351,20241205,105424,20241205,105946,大溪區中隊,,彈簧床,8890,9690,八德區清潔隊,26,,,-1
54539,KEG-3363,20241205,105624,20241205,110106,平鎮區中隊,,彈簧床,4820,5730,八德區清潔隊,27,,,-1
54540,KEP-2602/預備車,20241205,110535,20241205,111008,八德區垃圾車,社區定點,,10170,14400,八德區清潔隊,28,,0000020785,-1
54541,903-S5,20241205,110701,20241205,111219,八德區清潔隊,社區定點,,5290,9800,八德區清潔隊,29,,0000020521,-1
54542,KEQ-9210,20241205,111347,20241205,111752,中壢區中隊,,彈簧床,5000,5900,八德區清潔隊,30,,,-1
54543,KED-0565,20241205,113320,20241205,113707,楊梅區中隊,,彈簧床,4420,5090,八德區清潔隊,31,,,-1
54544,030-VM,20241205,114729,20241205,115104,八德區清潔隊,抓斗車,,7950,9000,八德區清潔隊,32,,0000020551,-1
54545,KEK-5997,20241205,114637,20241205,115150,八德區清潔隊,,,4380,4900,八德區清潔隊,33,,0000023031,-1
54546,980-UN,20241205,114754,20241205,115248,八德區清潔隊,,,6160,6790,八德區清潔隊,34,,0000020542,-1
54547,702-UA,20241205,115027,20241205,115558,八德區清潔隊,,,4010,5280,八德區清潔隊,35,,0000020531,-1
54548,AAH-701,20241205,123632,20241205,124619,達清,,非允收物,12930,19480,八德區清潔隊,36,,,-1
54549,AAJ-350,20241205,125403,20241205,125619,八德區清潔隊,抓斗車,,8890,10120,八德區清潔隊,37,,0000047601,-1
54550,860-UA,20241205,132350,20241205,132720,楊梅區中隊,,彈簧床,4180,4550,八德區清潔隊,38,,,-1
54551,KEE-2802,20241205,130620,20241205,133041,富立達,,巨大傢俱,18240,26810,八德區清潔隊,39,,,-1
54552,KEA-7025,20241205,132551,20241205,133810,八德區清潔隊,,,4690,5440,八德區清潔隊,40,,0000020540,-1
54553,AAJ-350,20241205,134102,20241205,134343,八德區清潔隊,抓斗車,,8900,9520,八德區清潔隊,41,,0000047601,-1
54554,341-VN,20241205,140447,20241205,140822,八德區垃圾車,壓13,,7040,7910,八德區清潔隊,42,,0000020513,-1
54555,KEA-8000,20241205,141252,20241205,141609,八德區清潔隊,,,4010,4240,八德區清潔隊,43,,0000047602,-1
54556,KEA-7213,20241205,141155,20241205,141906,八德區清潔隊,市場車,,9440,12190,八德區清潔隊,44,,0000020596,-1
54557,KEC-2619,20241205,141548,20241205,142004,八德區清潔隊,,,4340,4990,八德區清潔隊,45,,0000020543,-1
54558,166-VM/預備車,20241205,141531,20241205,142101,八德區垃圾車,市場車,,6810,8110,八德區清潔隊,46,,0002756357,-1
54559,KEP-3822,20241205,141926,20241205,142445,八德區垃圾車,壓21,,7320,8330,八德區清潔隊,47,,0000020789,-1
54560,851-UA,20241205,142159,20241205,142603,八德區清潔隊,,,4110,4700,八德區清潔隊,48,,0000020534,-1
54561,KEG-3218,20241205,142241,20241205,142751,八德區垃圾車,壓5,,9240,9910,八德區清潔隊,49,,0000020506,-1
54562,KEC-2620,20241205,142347,20241205,142823,八德區清潔隊,,,4360,4750,八德區清潔隊,50,,0000020591,-1
54563,KEP-3821,20241205,144042,20241205,144616,八德區垃圾車,壓11,,7310,8850,八德區清潔隊,51,,0000020794,-1
54564,KEE-3801,20241205,144200,20241205,144635,八德區垃圾車,壓7,,7730,10060,八德區清潔隊,52,,0000020598,-1
54565,KEK-5997,20241205,143913,20241205,144857,八德區清潔隊,,,4350,4890,八德區清潔隊,53,,0000023031,-1
54566,KEK-2002,20241205,144729,20241205,145623,八德區清潔隊,黑包組,,4220,5280,八德區清潔隊,54,,0000020548,-1
54567,KEA-7212,20241205,145333,20241205,145922,八德區垃圾車,壓1,,9600,10250,八德區清潔隊,55,,0000047611,-1
54568,702-UA,20241205,150830,20241205,151350,八德區清潔隊,,,4020,4360,八德區清潔隊,56,,0000020531,-1
54569,KEP-5261,20241205,164942,20241205,165527,八德區垃圾車,壓12,,6520,9470,八德區清潔隊,57,,0000020587,-1
54570,KES-5103,20241205,172638,20241205,173058,八德區垃圾車,壓23,,5200,7790,八德區清潔隊,58,,0000020793,-1
54571,KEJ-6305,20241205,174453,20241205,174848,八德區垃圾車,壓17,,6010,8520,八德區清潔隊,59,,0000020791,-1
54572,AAH-813,20241205,174546,20241205,174957,八德區垃圾車,壓6,,9830,15070,八德區清潔隊,60,*,0000020507,-1
54573,KEP-3821,20241205,175530,20241205,180050,八德區垃圾車,壓11,,7320,10450,八德區清潔隊,61,,0000020794,-1
54574,KEP-3822,20241205,175800,20241205,180249,八德區垃圾車,壓21,,7360,10850,八德區清潔隊,62,,0000020789,-1
54575,KEG-3218,20241205,175958,20241205,180517,八德區垃圾車,壓5,,9240,13380,八德區清潔隊,63,,0000020506,-1
54576,341-VN,20241205,180901,20241205,181240,八德區垃圾車,壓13,,7030,11080,八德區清潔隊,64,,0000020513,-1
54577,KEE-3801,20241205,181206,20241205,181606,八德區垃圾車,壓7,,7710,11450,八德區清潔隊,65,,0000020598,-1
54578,KEP-5256,20241205,181532,20241205,181921,八德區垃圾車,壓18,,6490,9710,八德區清潔隊,66,,0000020585,-1
54579,920-UW,20241205,182521,20241205,183058,八德區垃圾車,壓22,,6960,10770,八德區清潔隊,67,,0000020593,-1
54580,KEE-3861,20241205,183432,20241205,183906,八德區垃圾車,壓8,,5890,8880,八德區清潔隊,68,,0000020509,-1
54581,KEP-5261,20241205,184721,20241205,185205,八德區垃圾車,壓12,,6420,8690,八德區清潔隊,69,,0000020587,-1
54582,166-VM/預備車,20241205,184818,20241205,185250,八德區垃圾車,市場車,,6850,10730,八德區清潔隊,70,*,0002756357,-1
54583,KEA-7212,20241205,185024,20241205,185550,八德區垃圾車,壓1,,9570,13720,八德區清潔隊,71,,0000047611,-1
54584,KEK-2897,20241205,185133,20241205,185726,八德區垃圾車,壓9,,10320,16050,八德區清潔隊,72,,0002756369,-1
54585,KES-5103,20241205,190044,20241205,190523,八德區垃圾車,壓23,,5160,6760,八德區清潔隊,73,,0000020793,-1
54586,KEJ-6305,20241205,190752,20241205,191241,八德區垃圾車,壓17,,6010,8300,八德區清潔隊,74,,0000020791,-1
54587,KEA-7211,20241205,192324,20241205,192827,八德區垃圾車,壓15,,9490,14300,八德區清潔隊,75,,0000020588,-1
54588,767-S5,20241205,170121,20241205,193831,八德區垃圾車,壓16,,13700,14880,八德區清潔隊,76,,0000020515,-1
54589,768-S5,20241205,194244,20241205,194909,八德區垃圾車,壓3,,9940,13750,八德區清潔隊,77,*,0000020505,-1
54590,KEP-3821,20241205,194513,20241205,195006,八德區垃圾車,壓11,,7290,10100,八德區清潔隊,78,,0000020794,-1
54591,KEE-3801,20241205,195031,20241205,195353,八德區垃圾車,壓7,,7690,10970,八德區清潔隊,79,,0000020598,-1
54592,KEG-3218,20241205,195243,20241205,195748,八德區垃圾車,壓5,,9220,12990,八德區清潔隊,80,,0000020506,-1
54593,AAH-813,20241205,195858,20241205,200246,八德區垃圾車,壓6,,9830,14490,八德區清潔隊,81,,0000020507,-1
54594,920-UW,20241205,200420,20241205,200938,八德區垃圾車,壓22,,6980,9740,八德區清潔隊,82,,0000020593,-1
54595,KEK-2897,20241205,201055,20241205,201621,八德區垃圾車,壓9,,10400,13000,八德區清潔隊,83,,0002756369,-1
54596,KEP-5261,20241205,201300,20241205,201812,八德區垃圾車,壓12,,6500,8500,八德區清潔隊,84,,0000020587,-1
54597,341-VN,20241205,201341,20241205,201825,八德區垃圾車,壓13,,7030,11070,八德區清潔隊,85,,0000020513,-1
54598,KEP-3822,20241205,201440,20241205,201958,八德區垃圾車,壓21,,7310,11680,八德區清潔隊,86,,0000020789,-1
54599,KES-5103,20241205,201654,20241205,202134,八德區垃圾車,壓23,,5200,7300,八德區清潔隊,87,,0000020793,-1
54600,KEE-3861,20241205,201923,20241205,202418,八德區垃圾車,壓8,,5910,9160,八德區清潔隊,88,,0000020509,-1
54601,KEJ-6305,20241205,202235,20241205,202612,八德區垃圾車,壓17,,5920,7380,八德區清潔隊,89,,0000020791,-1
54602,KEP-5256,20241205,203757,20241205,204252,八德區垃圾車,壓18,,6500,9080,八德區清潔隊,90,,0000020585,-1
54603,KEA-7212,20241205,204409,20241205,204931,八德區垃圾車,壓1,,9650,12310,八德區清潔隊,91,,0000047611,-1
54604,166-VM/預備車,20241205,204441,20241205,205042,八德區垃圾車,市場車,,6870,9830,八德區清潔隊,92,,0002756357,-1
54605,KLD-5506,20241206,051555,20241206,061055,正億,,垃圾,17940,36890,八德區清潔隊,42,#,,-1
54606,LAG-219,20241206,052028,20241206,063028,正億,,垃圾,18000,37500,八德區清潔隊,94,#,,-1
54607,KLN-3132,20241206,052554,20241206,064054,正億,,垃圾,18100,37870,八德區清潔隊,95,#,,-1
54608,KEG-3102,20241206,080630,20241206,081304,蘆竹區中隊,,彈簧床,4530,5280,八德區清潔隊,1,,,-1
54609,767-S5,20241205,194426,20241205,200026,八德區垃圾車,壓16,,9960,10060,八德區清潔隊,77,#,,-1
54610,KEP-5260,20241205,193212,20241205,195112,八德區垃圾車,壓19,,6510,8550,八德區清潔隊,76,#,,-1
54611,KEG-3126,20241206,085755,20241206,090559,楊梅區中隊,,彈簧床,8980,10190,八德區清潔隊,4,,,-1
54612,851-UA,20241206,090822,20241206,091210,八德區清潔隊,,,4090,4520,八德區清潔隊,5,,0000020534,-1
54613,KEC-2620,20241206,093504,20241206,093832,八德區清潔隊,,,4330,5000,八德區清潔隊,6,*,0000020591,-1
54614,KEK-5997,20241206,093342,20241206,094044,八德區清潔隊,,,4380,4800,八德區清潔隊,7,,0000023031,-1
54615,702-UA,20241206,093756,20241206,094234,八德區清潔隊,,,4080,4460,八德區清潔隊,8,,0000020531,-1
54616,KEC-2663,20241206,094129,20241206,094604,八德區清潔隊,社區定點,,8130,12040,八德區清潔隊,9,*,0000020597,-1
54617,KEC-2619,20241206,094326,20241206,094915,八德區清潔隊,,,4360,4870,八德區清潔隊,10,,0000020543,-1
54618,KEP-6151,20241206,093703,20241206,095034,八德區清潔隊,社區定點,,10250,13940,八德區清潔隊,11,,000004760,-1
54619,KEA-9797,20241206,095414,20241206,095701,中壢區中隊,,彈簧床,4230,5100,八德區清潔隊,12,,,-1
54620,KEA-7025,20241206,095215,20241206,095749,八德區清潔隊,,,4720,5620,八德區清潔隊,13,,0000020540,-1
54621,030-VM,20241206,095119,20241206,095823,八德區清潔隊,抓斗車,,7930,8630,八德區清潔隊,14,,0000020551,-1
54622,693-UA,20241206,101032,20241206,101256,中壢區中隊,,彈簧床,4180,4930,八德區清潔隊,15,,,-1
54623,KEA-8000,20241206,100856,20241206,101321,八德區清潔隊,,,4000,4310,八德區清潔隊,16,,0008443272,-1
54624,903-S5,20241206,101847,20241206,102421,八德區清潔隊,社區定點,,5210,8230,八德區清潔隊,17,,0000020521,-1
54625,KEK-2002,20241206,101905,20241206,102624,八德區清潔隊,黑包組,,4200,4830,八德區清潔隊,18,,0000020548,-1
54626,KEQ-9663,20241206,101658,20241206,102717,大園區中隊,,彈簧床,6590,7710,八德區清潔隊,19,,,-1
54627,367-R7,20241206,100133,20241206,103053,鈞詮,抓斗車,破碎(鐵),18910,31920,八德區清潔隊,20,,,-1
54628,KEG-3367,20241206,102302,20241206,103231,平鎮區中隊,,彈簧床,4830,5380,八德區清潔隊,21,,,-1
54629,KEP-2602/預備車,20241206,103309,20241206,103843,八德區垃圾車,社區定點,,10170,14960,八德區清潔隊,22,,000002078,-1
54630,KEG-3363,20241206,103809,20241206,104110,平鎮區中隊,,彈簧床,4830,5520,八德區清潔隊,23,,,-1
54631,KEQ-9210,20241206,105323,20241206,105613,中壢區中隊,,彈簧床,5030,5770,八德區清潔隊,24,,,-1
54632,KEK-3326,20241205,143602,20241206,110555,八德區清潔隊,抓斗車,,11140,11690,八德區清潔隊,25,,0000020553,-1
54633,KED-2531/預備車,20241206,110734,20241206,111218,八德區垃圾車,黑包組,,5100,5700,八德區清潔隊,26,,0000047606,-1
54634,KEA-9816,20241206,134543,20241206,134835,八德區清潔隊,,,4330,4400,八德區清潔隊,27,,0000020730,-1
54635,705-UA,20241206,134645,20241206,134948,八德區清潔隊,,,4120,4470,八德區清潔隊,28,*,0000020533,-1
54636,302-S5,20241206,134423,20241206,135051,龍潭區中隊,抓斗車,彈簧床,8000,9330,八德區清潔隊,29,,,-1
54637,KEC-2619,20241206,134811,20241206,135137,八德區清潔隊,,,4370,4590,八德區清潔隊,30,,0000020543,-1
54638,KEA-7113,20241206,135313,20241206,135615,八德區清潔隊,,,4270,4450,八德區清潔隊,31,,0000047605,-1
54639,KED-0565,20241206,135726,20241206,140135,楊梅區中隊,,彈簧床,4450,4820,八德區清潔隊,32,,,-1
54640,KEP-2602/預備車,20241206,140251,20241206,140841,八德區垃圾車,社區定點,,10270,12050,八德區清潔隊,33,,0000020785,-1
54641,851-UA,20241206,140604,20241206,140943,八德區清潔隊,,,4110,4450,八德區清潔隊,34,,0000020534,-1
54642,KEA-7213,20241206,140517,20241206,141127,八德區清潔隊,市場車,,9330,11260,八德區清潔隊,35,,0000020596,-1
54643,030-VM,20241206,140908,20241206,141539,八德區清潔隊,抓斗車,,7920,9400,八德區清潔隊,36,*,0000020551,-1
54644,707-VM,20241206,141656,20241206,142331,八德區清潔隊,,,4070,4270,八德區清潔隊,37,,000002053,-1
54645,AAH-813,20241206,142029,20241206,142449,八德區垃圾車,壓6,,9860,10290,八德區清潔隊,38,,0000020507,-1
54646,767-S5,20241206,142619,20241206,143147,八德區垃圾車,壓16,,10000,10420,八德區清潔隊,39,*,0000020515,-1
54647,KEC-2620,20241206,142849,20241206,143648,八德區清潔隊,,,4360,4620,八德區清潔隊,40,*,0000020591,-1
54648,KEE-3801,20241206,143401,20241206,143905,八德區垃圾車,壓7,,7690,9020,八德區清潔隊,41,*,0000020598,-1
54649,KEP-3821,20241206,143632,20241206,144157,八德區垃圾車,壓11,,7380,8300,八德區清潔隊,42,*,0000020794,-1
54650,KEK-3326,20241206,110855,20241206,145639,八德區清潔隊,抓斗車,,9120,9880,八德區清潔隊,43,,0000020553,-1
54651,030-VM,20241206,154554,20241206,155256,八德區清潔隊,抓斗車,,7860,8730,八德區清潔隊,44,,0000020551,-1
54652,KEK-2358,20241206,154141,20241206,162655,永記資源回收,,破碎廢鐵,15200,22030,八德區清潔隊,45,,,-1
54653,KEP-5261,20241206,165614,20241206,170153,八德區垃圾車,壓12,,6550,8300,八德區清潔隊,46,,0000020587,-1
54654,KES-5103,20241206,172227,20241206,172650,八德區垃圾車,壓23,,5190,6500,八德區清潔隊,47,,0000020793,-1
54655,KEP-3821,20241206,175452,20241206,175929,八德區垃圾車,壓11,,7390,9360,八德區清潔隊,48,,0000020794,-1
54656,KEP-3822,20241206,175559,20241206,180120,八德區垃圾車,壓21,,7350,9950,八德區清潔隊,49,,0000020789,-1
54657,KEG-3218,20241206,180413,20241206,180907,八德區垃圾車,壓5,,9320,12220,八德區清潔隊,50,,0000020506,-1
54658,341-VN,20241206,180924,20241206,181301,八德區垃圾車,壓13,,7020,10070,八德區清潔隊,51,,0000020513,-1
54659,KEJ-6305,20241206,181408,20241206,181746,八德區垃圾車,壓17,,5910,7740,八德區清潔隊,52,,0000020791,-1
54660,KEE-3801,20241206,181504,20241206,181830,八德區垃圾車,壓7,,7690,9700,八德區清潔隊,53,,0000020598,-1
54661,920-UW,20241206,182045,20241206,182836,八德區垃圾車,壓22,,7040,9280,八德區清潔隊,54,,0000020593,-1
54662,KEE-3861,20241206,183455,20241206,183859,八德區垃圾車,壓8,,5900,7940,八德區清潔隊,55,,0000020509,-1
54663,KEA-7211,20241206,191013,20241206,191527,八德區垃圾車,壓15,,9460,12450,八德區清潔隊,56,,0000020588,-1
