編號,車號,進廠日期,進廠時間,出廠日期,出廠時間,客戶,品名,料號,重量,總重,過磅員,序號,過磅方式,卡號,進貨
53715,KEG-3363,20241122,103509,20241122,104542,平鎮區中隊,,彈簧床,4880,5650,八德區清潔隊,25,,,-1
53716,KEQ-9210,20241122,103640,20241122,104629,中壢區中隊,,彈簧床,5010,5730,八德區清潔隊,26,,,-1
53717,KEQ-9663,20241122,104045,20241122,104954,大園區中隊,,彈簧床,6560,7750,八德區清潔隊,27,,,-1
53718,903-S5,20241122,105145,20241122,105814,八德區清潔隊,社區定點,,5240,8450,八德區清潔隊,28,*,0000020521,-1
53719,KEA-9702,20241122,104034,20241122,110634,八德區中隊,轉運車,垃圾,20680,39180,八德區清潔隊,7,#,,-1
53720,KED-0565,20241122,110527,20241122,110957,楊梅區中隊,,彈簧床,4450,5010,八德區清潔隊,30,,,-1
53721,KLD-5506,20241122,105552,20241122,111652,正億,,垃圾,18040,38800,八德區清潔隊,30,#,,-1
53722,KEA-9816,20241122,111337,20241122,111932,八德區清潔隊,,,4250,4860,八德區清潔隊,32,*,0000020730,-1
53723,748-VN,20241122,112811,20241122,113445,楊梅區中隊,,彈簧床,4500,5090,八德區清潔隊,33,,,-1
53724,LAG-219,20241122,111320,20241122,113520,正億,,垃圾,18000,39350,八德區清潔隊,32,#,,-1
53725,KEK-3326,20241122,113929,20241122,114642,八德區清潔隊,抓斗車,,9090,10100,八德區清潔隊,35,*,0000020553,-1
53726,030-VM,20241122,135132,20241122,135430,八德區清潔隊,抓斗車,,7940,8140,八德區清潔隊,36,*,0000020551,-1
53727,KEA-8000,20241122,134828,20241122,135449,八德區清潔隊,,,3940,4480,八德區清潔隊,37,*,0000047602,-1
53728,KEC-2620,20241122,135513,20241122,140011,八德區清潔隊,,,4300,4450,八德區清潔隊,38,,0000020591,-1
53729,KEA-7025,20241122,140507,20241122,140819,八德區清潔隊,,,4650,4830,八德區清潔隊,39,,0000020540,-1
53730,KEA-7213,20241122,140332,20241122,140916,八德區清潔隊,市場車,,9400,11580,八德區清潔隊,40,,0000020596,-1
53731,KEP-2602/預備車,20241122,140437,20241122,141156,八德區垃圾車,社區定點,,10330,12120,八德區清潔隊,41,,0000020785,-1
53732,KEK-5997,20241122,141051,20241122,141544,八德區清潔隊,,樹枝,4380,4560,八德區清潔隊,42,,0000023031,-1
53733,AAH-813,20241122,142249,20241122,142648,八德區垃圾車,壓6,,9810,10220,八德區清潔隊,43,*,0000020507,-1
53734,KEA-9816,20241122,142733,20241122,143348,八德區清潔隊,,,4320,4640,八德區清潔隊,44,,0000020730,-1
53735,KEG-3218,20241122,142941,20241122,143434,八德區垃圾車,壓5,,9310,9690,八德區清潔隊,45,*,0000020506,-1
53736,KEK-2001,20241122,142429,20241122,143600,八德區清潔隊,,,4240,4680,八德區清潔隊,46,,0000020547,-1
53737,851-UA,20241122,142918,20241122,143904,八德區清潔隊,,,4090,4830,八德區清潔隊,47,*,0000020534,-1
53738,767-S5,20241122,143508,20241122,144047,八德區垃圾車,壓16,,10060,10590,八德區清潔隊,48,,000002051,-1
53739,KEE-3801,20241122,144108,20241122,144605,八德區垃圾車,壓7,,7650,8950,八德區清潔隊,49,,0000020598,-1
53740,KEP-5261,20241122,165950,20241122,170458,八德區垃圾車,壓12,,6530,8690,八德區清潔隊,50,,0000020587,-1
53741,KES-5103,20241122,172605,20241122,173046,八德區垃圾車,壓23,,5190,6660,八德區清潔隊,51,,0000020793,-1
53742,KEP-3821,20241122,175544,20241122,180043,八德區垃圾車,壓11,,7390,10310,八德區清潔隊,52,,0000020794,-1
53743,KEG-3218,20241122,175739,20241122,180245,八德區垃圾車,壓5,,9300,11890,八德區清潔隊,53,,0000020506,-1
53744,KEP-3822,20241122,180214,20241122,180725,八德區垃圾車,壓21,,7390,10350,八德區清潔隊,54,,0000020789,-1
53745,KEJ-6305,20241122,180308,20241122,180836,八德區垃圾車,壓17,,5880,7780,八德區清潔隊,55,,0000020791,-1
53746,KEE-3801,20241122,181726,20241122,182117,八德區垃圾車,壓7,,7710,9880,八德區清潔隊,56,,0000020598,-1
53747,920-UW,20241122,182826,20241122,183403,八德區垃圾車,壓22,,7010,9340,八德區清潔隊,57,,0000020593,-1
53748,KEE-3861,20241122,183956,20241122,184421,八德區垃圾車,壓8,,5880,7770,八德區清潔隊,58,,0000020509,-1
53749,KEA-7211,20241122,192354,20241122,192932,八德區垃圾車,壓15,,9590,12970,八德區清潔隊,59,,0000020588,-1
53750,767-S5,20241122,193428,20241122,194054,八德區垃圾車,壓16,,10050,14910,八德區清潔隊,60,,0000020515,-1
53751,KEP-3821,20241122,193712,20241122,194220,八德區垃圾車,壓11,,7350,8910,八德區清潔隊,61,,0000020794,-1
53752,768-S5,20241122,194130,20241122,194731,八德區垃圾車,壓3,,10030,14630,八德區清潔隊,62,,0000020505,-1
53753,KEJ-6305,20241122,194643,20241122,195220,八德區垃圾車,壓17,,5870,7880,八德區清潔隊,63,,0000020791,-1
53754,KEG-3218,20241122,195030,20241122,195554,八德區垃圾車,壓5,,9280,11300,八德區清潔隊,64,,0000020506,-1
53755,AAH-813,20241122,195301,20241122,195705,八德區垃圾車,壓6,,9800,15230,八德區清潔隊,65,*,0000020507,-1
53756,KEE-3801,20241122,195518,20241122,195931,八德區垃圾車,壓7,,7640,9720,八德區清潔隊,66,,0000020598,-1
53757,920-UW,20241122,200459,20241122,201032,八德區垃圾車,壓22,,7010,8660,八德區清潔隊,67,,0000020593,-1
53758,KEP-3822,20241122,200641,20241122,201222,八德區垃圾車,壓21,,7330,9850,八德區清潔隊,68,,0000020789,-1
53759,KEK-2897,20241122,200844,20241122,201413,八德區垃圾車,壓9,,10370,15110,八德區清潔隊,69,,0002756369,-1
53760,KEE-3861,20241122,200910,20241122,201444,八德區垃圾車,壓8,,5880,7740,八德區清潔隊,70,,0000020509,-1
53761,KEP-5261,20241122,201057,20241122,201709,八德區垃圾車,壓12,,6520,9040,八德區清潔隊,71,,0000020587,-1
53762,KES-5103,20241122,201543,20241122,202038,八德區垃圾車,壓23,,5250,7350,八德區清潔隊,72,,0000020793,-1
53763,KEP-5256,20241122,201959,20241122,202441,八德區垃圾車,壓18,,6470,9650,八德區清潔隊,73,,0000020585,-1
53764,KEA-7212,20241122,204233,20241122,204828,八德區垃圾車,壓1,,9750,14190,八德區清潔隊,74,,0000047611,-1
53765,166-VM/預備車,20241122,204301,20241122,204936,八德區垃圾車,市場車,,7010,11190,八德區清潔隊,75,*,0002756357,-1
53766,KLD-5506,20241123,051519,20241123,061019,正億,,垃圾,18000,38260,八德區清潔隊,50,#,,-1
53767,KLN-3132,20241123,052516,20241123,064016,正億,,垃圾,18100,39160,八德區清潔隊,77,#,,-1
53768,KEP-5260,20241122,193108,20241122,195508,八德區垃圾車,壓19,,6510,6910,八德區清潔隊,60,#,,-1
53769,KEP-5677,20241123,080756,20241123,082751,富立達,,木料+棉絮,23880,38050,八德區清潔隊,1,,,-1
53770,AAJ-351,20241123,082553,20241123,083308,大溪區中隊,,彈簧床,8840,9630,八德區清潔隊,2,,,-1
53771,KEA-9702,20241123,083633,20241123,085733,八德區中隊,轉運車,垃圾,20680,37750,八德區清潔隊,78,#,,-1
53772,KLD-5506,20241123,084111,20241123,091211,正億,,垃圾,18000,37100,八德區清潔隊,4,#,,-1
53773,KEK-2002,20241123,091650,20241123,092401,八德區清潔隊,黑包組,,4190,5390,八德區清潔隊,5,,0000020548,-1
53774,KEC-2620,20241123,092648,20241123,092931,八德區清潔隊,,,4270,4740,八德區清潔隊,6,,0000020591,-1
53775,KLN-3132,20241123,091021,20241123,093021,正億,,垃圾,18100,36130,八德區清潔隊,5,#,,-1
53776,KEK-2001,20241123,092222,20241123,093328,八德區清潔隊,,,4220,4350,八德區清潔隊,8,,0000020547,-1
53777,903-S5,20241123,093032,20241123,093514,八德區清潔隊,社區定點,,5230,7540,八德區清潔隊,9,*,0000020521,-1
53778,705-UA,20241123,093012,20241123,093608,八德區清潔隊,,,4070,4310,八德區清潔隊,10,,0000020533,-1
53779,KEC-2663,20241123,093435,20241123,093916,八德區清潔隊,社區定點,,8090,11760,八德區清潔隊,11,,0000020597,-1
53780,KEK-3326,20241123,093636,20241123,093938,八德區清潔隊,抓斗車,,9050,10900,八德區清潔隊,12,,0000020553,-1
53781,KEK-8618,20241123,092422,20241123,094130,富立達,,木料+棉絮,16770,28830,八德區清潔隊,13,,,-1
53782,893-S5,20241123,094002,20241123,094340,八德區清潔隊,,,4070,4330,八德區清潔隊,14,,0000020539,-1
53783,KEA-9816,20241123,095624,20241123,100232,八德區清潔隊,,,4240,4790,八德區清潔隊,15,,0000020730,-1
53784,KEP-6151,20241123,100214,20241123,101357,八德區清潔隊,社區定點,,10270,15050,八德區清潔隊,16,*,0000047604,-1
53785,KEP-2602/預備車,20241123,101202,20241123,101631,八德區垃圾車,社區定點,,10210,15040,八德區清潔隊,17,*,0000020785,-1
53786,AAJ-351,20241123,101009,20241123,101820,大溪區中隊,,彈簧床,8830,9690,八德區清潔隊,18,,,-1
53787,367-R7,20241123,100126,20241123,102642,鈞詮,抓斗車,破碎(鐵),18920,39520,八德區清潔隊,19,,,-1
53788,KEP-5677,20241123,101455,20241123,103903,富立達,,木料+棉絮,23810,41030,八德區清潔隊,20,,,-1
53789,903-S5,20241123,104758,20241123,105204,八德區清潔隊,社區定點,,5230,7650,八德區清潔隊,21,*,0000020521,-1
53790,KEA-9702,20241123,102953,20241123,105453,八德區中隊,轉運車,垃圾,20670,40520,八德區清潔隊,8,#,,-1
53791,KEK-2002,20241123,110441,20241123,111012,八德區清潔隊,黑包組,,4180,5190,八德區清潔隊,23,,0000020548,-1
53792,KED-2531/預備車,20241123,110835,20241123,111339,八德區垃圾車,黑包組,,5160,7140,八德區清潔隊,24,,0000047606,-1
53793,KEK-8618,20241123,112311,20241123,113441,富立達,,木料+棉絮,16680,28030,八德區清潔隊,25,,,-1
53794,KEP-5677,20241123,124704,20241123,130934,富立達,,木料+棉絮,23820,42590,八德區清潔隊,26,,,-1
53795,KEK-8618,20241123,130018,20241123,132410,富立達,,木料+棉絮,16710,28500,八德區清潔隊,27,,,-1
53796,KEA-9816,20241123,135104,20241123,135428,八德區清潔隊,,,4320,4390,八德區清潔隊,28,,0000020730,-1
53797,KEC-2619,20241123,140007,20241123,140636,八德區清潔隊,,,4300,4350,八德區清潔隊,29,,0000020543,-1
53798,KEP-2602/預備車,20241123,141119,20241123,141826,八德區垃圾車,社區定點,,10310,12180,八德區清潔隊,30,*,0000020785,-1
53799,KEK-2001,20241123,141616,20241123,142019,八德區清潔隊,,,4240,4570,八德區清潔隊,31,,0000020547,-1
53800,KEA-7213,20241123,141045,20241123,142305,八德區清潔隊,市場車,,9470,12150,八德區清潔隊,32,,0000020596,-1
53801,AAH-813,20241123,142952,20241123,143430,八德區垃圾車,壓6,,9790,10300,八德區清潔隊,33,*,0000020507,-1
53802,767-S5,20241123,143350,20241123,143848,八德區垃圾車,壓16,,10040,10750,八德區清潔隊,34,*,0000020515,-1
53803,KEE-3801,20241123,143952,20241123,144430,八德區垃圾車,壓7,,7590,8880,八德區清潔隊,35,*,0000020598,-1
53804,KEP-5261,20241123,165005,20241123,165522,八德區垃圾車,壓12,,6510,8730,八德區清潔隊,36,,0000020587,-1
53805,KES-5103,20241123,173020,20241123,173503,八德區垃圾車,壓23,,5240,7110,八德區清潔隊,37,,0000020793,-1
53806,KEP-3821,20241123,175233,20241123,175754,八德區垃圾車,壓11,,7400,10750,八德區清潔隊,38,,0000020794,-1
53807,KEG-3218,20241123,175448,20241123,180004,八德區垃圾車,壓5,,9300,11800,八德區清潔隊,39,,0000020506,-1
53808,KEP-3822,20241123,175631,20241123,180124,八德區垃圾車,壓21,,7320,10340,八德區清潔隊,40,,0000020789,-1
53809,KEJ-6305,20241123,180548,20241123,180940,八德區垃圾車,壓17,,5970,8660,八德區清潔隊,41,,0000020791,-1
53810,341-VN,20241123,180958,20241123,181357,八德區垃圾車,壓13,,6950,10280,八德區清潔隊,42,,0000020513,-1
53811,KEE-3801,20241123,182243,20241123,182702,八德區垃圾車,壓7,,7590,10360,八德區清潔隊,43,,0000020598,-1
53812,920-UW,20241123,182813,20241123,183400,八德區垃圾車,壓22,,6980,9840,八德區清潔隊,44,,0000020593,-1
53813,KEE-3861,20241123,183657,20241123,184137,八德區垃圾車,壓8,,5920,8480,八德區清潔隊,45,,0000020509,-1
53814,166-VM/預備車,20241123,183843,20241123,184335,八德區垃圾車,市場車,,6890,9580,八德區清潔隊,46,,0002756357,-1
53815,KEA-7211,20241123,190635,20241123,191158,八德區垃圾車,壓15,,9560,13450,八德區清潔隊,47,,0000020588,-1
53816,767-S5,20241123,193452,20241123,194032,八德區垃圾車,壓16,,10000,15270,八德區清潔隊,48,,0000020515,-1
53817,KEP-3821,20241123,193710,20241123,194215,八德區垃圾車,壓11,,7370,9260,八德區清潔隊,49,,0000020794,-1
53818,KEJ-6305,20241123,193734,20241123,194311,八德區垃圾車,壓17,,6050,8080,八德區清潔隊,50,,0000020791,-1
53819,768-S5,20241123,194132,20241123,194706,八德區垃圾車,壓3,,10020,14950,八德區清潔隊,51,*,0000020505,-1
53820,AAH-813,20241123,195050,20241123,195549,八德區垃圾車,壓6,,9780,16160,八德區清潔隊,52,,0000020507,-1
53821,KEE-3801,20241123,195715,20241123,200145,八德區垃圾車,壓7,,7590,9980,八德區清潔隊,53,,0000020598,-1
53822,920-UW,20241123,200344,20241123,201120,八德區垃圾車,壓22,,6980,9230,八德區清潔隊,54,,0000020593,-1
53823,KEP-3822,20241123,200703,20241123,201208,八德區垃圾車,壓21,,7310,10430,八德區清潔隊,55,,0000020789,-1
53824,KEK-2897,20241123,200855,20241123,201458,八德區垃圾車,壓9,,10460,16330,八德區清潔隊,56,,0002756369,-1
53825,KEP-5261,20241123,201146,20241123,201803,八德區垃圾車,壓12,,6510,9630,八德區清潔隊,57,,0000020587,-1
53826,KEE-3861,20241123,201324,20241123,201855,八德區垃圾車,壓8,,5910,8140,八德區清潔隊,58,,0000020509,-1
53827,341-VN,20241123,201431,20241123,201932,八德區垃圾車,壓13,,6960,10450,八德區清潔隊,59,,0000020513,-1
53828,KES-5103,20241123,201526,20241123,202146,八德區垃圾車,壓23,,5240,7850,八德區清潔隊,60,,0000020793,-1
53829,KEP-5256,20241123,204007,20241123,204518,八德區垃圾車,壓18,,6520,10680,八德區清潔隊,61,,0000020585,-1
53830,166-VM/預備車,20241123,204139,20241123,204707,八德區垃圾車,市場車,,6970,9180,八德區清潔隊,62,,0002756357,-1
53831,KEA-7212,20241123,204308,20241123,205026,八德區垃圾車,壓1,,9700,14760,八德區清潔隊,63,,0000047611,-1
53832,KEP-2602/預備車,20241124,141128,20241124,142409,八德區垃圾車,市場車,,10290,12740,八德區清潔隊,1,,0000020785,-1
53833,KEA-7213,20241124,142738,20241124,144351,八德區清潔隊,市場車,,9480,12530,八德區清潔隊,2,,0000020596,-1
53834,KEP-5260,20241123,192855,20241123,194055,八德區垃圾車,壓19,,6510,10070,八德區清潔隊,48,#,,-1
53835,KLD-5506,20241125,051500,20241125,061000,正億,,垃圾,17920,37430,八德區清潔隊,1,#,,-1
53836,LAG-219,20241125,052034,20241125,063034,正億,,垃圾,18000,36800,八德區清潔隊,2,#,,-1
53837,KEK-2002,20241125,083941,20241125,084354,八德區清潔隊,黑包組,,4220,5230,八德區清潔隊,3,,0000020548,-1
53838,KEC-2663,20241125,085711,20241125,090251,八德區清潔隊,社區定點,,8090,12850,八德區清潔隊,4,,0000020597,-1
53839,KEP-2602/預備車,20241125,090103,20241125,090639,八德區垃圾車,社區定點,,10190,15380,八德區清潔隊,5,*,0000020785,-1
53840,KEG-6993,20241125,090448,20241125,090908,八德區清潔隊,,,4410,4530,八德區清潔隊,6,,0000047607,-1
53841,AAJ-350,20241125,091154,20241125,091441,八德區清潔隊,抓斗車,,8880,10600,八德區清潔隊,7,,0000047601,-1
53842,AAJ-351,20241125,091751,20241125,092502,大溪區中隊,,彈簧床,8810,9690,八德區清潔隊,8,,,-1
53843,KEA-7113,20241125,093151,20241125,093639,八德區清潔隊,,,4330,4910,八德區清潔隊,9,*,0000047605,-1
53844,KEK-3326,20241125,093812,20241125,094125,八德區清潔隊,抓斗車,,9060,10340,八德區清潔隊,10,,0000020553,-1
53845,KEP-6151,20241125,094909,20241125,095539,八德區清潔隊,社區定點,,10230,17110,八德區清潔隊,11,,0000047604,-1
53846,703-UA,20241125,095313,20241125,095849,八德區清潔隊,,,4110,4540,八德區清潔隊,12,,0000020532,-1
53847,KEC-2726,20241125,095051,20241125,095919,蘆竹區中隊,,彈簧床,4370,4990,八德區清潔隊,13,,,-1
53848,705-UA,20241125,095406,20241125,100055,八德區清潔隊,,,4080,4820,八德區清潔隊,14,,0000020533,-1
53849,KEC-2620,20241125,095342,20241125,100201,八德區清潔隊,,,4310,5090,八德區清潔隊,15,,0000020591,-1
53850,KEA-9797,20241125,095944,20241125,100252,中壢區中隊,,彈簧床,4260,4970,八德區清潔隊,16,,,-1
53851,448-VM,20241125,095500,20241125,100507,八德區清潔隊,社區定點,,7110,11390,八德區清潔隊,17,,0000020589,-1
53852,KEA-7113,20241125,100321,20241125,100636,八德區清潔隊,,,4330,4530,八德區清潔隊,18,*,0000047605,-1
53853,KEG-3367,20241125,100351,20241125,100727,平鎮區中隊,,彈簧床,4830,5420,八德區清潔隊,19,,,-1
53854,KLD-5506,20241125,091009,20241125,101809,正億,,垃圾,17920,37380,八德區清潔隊,20,#,,-1
53855,LAG-219,20241125,092050,20241125,102450,正億,,垃圾,18000,37900,八德區清潔隊,21,#,,-1
53856,206-R7,20241125,095121,20241125,103022,鈞詮,,破碎(鐵),18290,34900,八德區清潔隊,22,,,-1
53857,852-UW,20241125,103251,20241125,103643,中壢區中隊,,彈簧床,3880,4600,八德區清潔隊,23,,,-1
53858,KEA-7025,20241125,103205,20241125,103853,八德區清潔隊,,,4700,5570,八德區清潔隊,24,,0000020540,-1
53859,KEC-2619,20241125,103223,20241125,103947,八德區清潔隊,,,4330,5070,八德區清潔隊,25,,0000020543,-1
53860,693-UA,20241125,104021,20241125,104349,中壢區中隊,,彈簧床,4220,5010,八德區清潔隊,26,,,-1
53861,KEC-2663,20241125,105129,20241125,105614,八德區清潔隊,社區定點,,8110,12570,八德區清潔隊,27,,0000020597,-1
53862,KED-2531/預備車,20241125,105149,20241125,105838,八德區垃圾車,黑包組,,5070,6080,八德區清潔隊,28,,0000047606,-1
53863,KEK-2002,20241125,105424,20241125,110028,八德區清潔隊,黑包組,,4210,5000,八德區清潔隊,29,,0000020548,-1
53864,AAJ-351,20241125,105512,20241125,110153,大溪區中隊,,彈簧床,8800,9740,八德區清潔隊,30,,,-1
53865,KEG-3363,20241125,110014,20241125,110339,平鎮區中隊,,彈簧床,4860,5530,八德區清潔隊,31,,,-1
53866,KEC-2620,20241125,110621,20241125,111312,八德區清潔隊,,,4380,4920,八德區清潔隊,32,,0000020591,-1
53867,302-VN,20241125,111445,20241125,111952,八德區清潔隊,,,4400,5050,八德區清潔隊,33,,0000020535,-1
53868,KEP-2602/預備車,20241125,111842,20241125,112340,八德區垃圾車,社區定點,,10240,15680,八德區清潔隊,34,,0000020785,-1
53869,KEA-9816,20241125,111801,20241125,112620,八德區清潔隊,,,4350,5490,八德區清潔隊,35,,0000020730,-1
53870,KEK-2001,20241125,112025,20241125,112946,八德區清潔隊,,,4230,5080,八德區清潔隊,36,,0000020547,-1
53871,903-S5,20241125,112830,20241125,113339,八德區清潔隊,社區定點,,5230,8600,八德區清潔隊,37,,0000020521,-1
53872,KEK-5997,20241125,111900,20241125,113544,八德區清潔隊,,樹枝,4280,5560,八德區清潔隊,38,,0000023031,-1
53873,705-UA,20241125,111815,20241125,113926,八德區清潔隊,,,4080,4450,八德區清潔隊,39,,0000020533,-1
